symbol,name,country,ipo_year,volume,sector,industry
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,Mexico,2006.0,48590,Consumer Discretionary,Aerospace
OMCL,Omnicell Inc. Common Stock ($0.001 par value),United States,2001.0,124482,Technology,Computer Manufacturing
OMER,Omeros Corporation Common Stock,United States,2009.0,310925,Health Care,Biotechnology: Pharmaceutical Preparations
OMEX,Odyssey Marine Exploration Inc. Common Stock,United States,,3600801,Consumer Discretionary,Marine Transportation
OMF,OneMain Holdings Inc. Common Stock,United States,2013.0,362921,Finance,Finance: Consumer Services
ON,ON Semiconductor Corporation Common Stock,United States,,3620206,Technology,Semiconductors
ONB,Old National Bancorp Common Stock,United States,,551309,Finance,Major Banks
ONCY,Oncolytics Biotech Inc. Common Shares,Canada,,213731,Health Care,Biotechnology: Pharmaceutical Preparations
OPHC,OptimumBank Holdings Inc. Common Stock,United States,,15248,Finance,Major Banks
OPOF,Old Point Financial Corporation Common Stock,United States,,4923,Finance,Major Banks
OPTT,Ocean Power Technologies Inc. Common Stock,United States,2007.0,2456681,Utilities,Electric Utilities: Central
ORLY,O'Reilly Automotive Inc. Common Stock,United States,1993.0,197682,Consumer Discretionary,Auto & Home Supply Stores
ORMP,Oramed Pharmaceuticals Inc. Common Stock,Israel,,76265,Health Care,Biotechnology: Pharmaceutical Preparations
ORRF,Orrstown Financial Services Inc. Common Stock,United States,,33266,Finance,Major Banks
OSBC,Old Second Bancorp Inc. Common Stock,United States,,53485,Finance,Major Banks
OSIS,OSI Systems Inc. Common Stock (DE),United States,1997.0,81630,Technology,Semiconductors
OSUR,OraSure Technologies Inc. Common Stock,United States,,357323,Health Care,Medical/Dental Instruments
OTEX,Open Text Corporation Common Shares,Canada,1996.0,405992,Technology,EDP Services
OTTR,Otter Tail Corporation Common Stock,United States,,35912,Utilities,Electric Utilities: Central
OVBC,Ohio Valley Banc Corp. Common Stock,United States,,4824,Finance,Major Banks
OVLY,Oak Valley Bancorp (CA) Common Stock,United States,,3078,Finance,Major Banks
OXBR,Oxbridge Re Holdings Limited Ordinary Shares,Cayman Islands,2014.0,11490,Finance,Property-Casualty Insurers
OXLC,Oxford Lane Capital Corp. Common Stock,United States,2011.0,4203525,Finance,Investment Managers
PAAS,Pan American Silver Corp. Common Stock,Canada,,2042494,Basic Materials,Precious Metals
PACB,Pacific Biosciences of California Inc. Common Stock,United States,2010.0,6291577,Industrials,Biotechnology: Laboratory Analytical Instruments
PAHC,Phibro Animal Health Corporation Class A Common Stock,United States,2014.0,44528,Health Care,Biotechnology: Pharmaceutical Preparations
PANL,Pangaea Logistics Solutions Ltd. Common Shares,United States,2013.0,180886,Consumer Discretionary,Marine Transportation
PATK,Patrick Industries Inc. Common Stock,United States,,121087,Consumer Discretionary,Auto Parts:O.E.M.
PAYX,Paychex Inc. Common Stock,United States,1983.0,1024044,Consumer Discretionary,Diversified Commercial Services
PBHC,Pathfinder Bancorp Inc. Common Stock (MD),United States,,815,Finance,Major Banks
PBPB,Potbelly Corporation Common Stock,United States,2013.0,106169,Consumer Discretionary,Restaurants
PCAR,PACCAR Inc. Common Stock,United States,,1215289,Consumer Discretionary,Auto Manufacturing
PCH,PotlatchDeltic Corporation Common Stock,United States,,105669,Real Estate,Real Estate Investment Trusts
PCRX,Pacira BioSciences Inc. Common Stock,United States,2011.0,126373,Health Care,Biotechnology: Pharmaceutical Preparations
PCTY,Paylocity Holding Corporation Common Stock,United States,2014.0,167697,Technology,Computer Software: Prepackaged Software
PCYO,Pure Cycle Corporation Common Stock,United States,,10398,Utilities,Water Supply
PDCO,Patterson Companies Inc. Common Stock,United States,1992.0,708283,Health Care,Medical Specialities
PDFS,PDF Solutions Inc. Common Stock,United States,2001.0,90024,Technology,Computer Software: Prepackaged Software
PEBK,Peoples Bancorp of North Carolina Inc. Common Stock,United States,,7997,Finance,Major Banks
PEBO,Peoples Bancorp Inc. Common Stock,United States,,37773,Finance,Major Banks
PEGA,Pegasystems Inc. Common Stock,United States,1996.0,297383,Technology,EDP Services
PENN,PENN Entertainment Inc. Common Stock,United States,1994.0,1338069,Consumer Discretionary,Hotels/Resorts
PERF,Perfect Corp. Class A Ordinary Share,Taiwan,2022.0,102176,Technology,Computer Software: Prepackaged Software
PERI,Perion Network Ltd. Ordinary Shares,Israel,2006.0,203800,Technology,EDP Services
PETS,PetMed Express Inc. Common Stock,United States,,86956,Consumer Staples,Retail-Drug Stores and Proprietary Stores
PFBC,Preferred Bank Common Stock,United States,,26797,Finance,Major Banks
PFIS,Peoples Financial Services Corp. Common Stock,United States,,2672,Finance,Major Banks
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,United States,2022.0,867773,Finance,Finance: Consumer Services
PHI,PLDT Inc. Sponsored ADR,Philippines,,33684,Telecommunications,Telecommunications Equipment
PINC,Premier Inc. Class A Common Stock,United States,2013.0,359788,Consumer Discretionary,Other Consumer Services
PKBK,Parke Bancorp Inc. Common Stock,United States,,10428,Finance,Major Banks
PLAB,Photronics Inc. Common Stock,United States,1987.0,358214,Technology,Semiconductors
PLAY,Dave & Buster's Entertainment Inc. Common Stock,United States,2014.0,481480,Consumer Discretionary,Restaurants
PLBC,Plumas Bancorp,United States,,1373,Finance,Finance Companies
PLCE,Children's Place Inc. (The) Common Stock,United States,1997.0,79408,Consumer Discretionary,Clothing/Shoe/Accessory Stores
PLPC,Preformed Line Products Company Common Stock,United States,,10251,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PLUG,Plug Power Inc. Common Stock,United States,1999.0,45076379,Energy,Industrial Machinery/Components
PLUS,ePlus inc. Common Stock,United States,1996.0,83288,Technology,Retail: Computer Software & Peripheral Equipment
PLXS,Plexus Corp. Common Stock,United States,,68795,Technology,Electrical Products
PNBK,Patriot National Bancorp Inc. Common Stock,United States,,47142,Finance,Major Banks
PNFP,Pinnacle Financial Partners Inc. Common Stock,United States,,83335,Finance,Major Banks
PNNT,PennantPark Investment Corporation Common Stock,United States,2022.0,265667,Finance,Finance: Consumer Services
PNRG,PrimeEnergy Resources Corporation Common Stock,United States,,12955,Energy,Oil & Gas Production
PODD,Insulet Corporation Common Stock,United States,2007.0,307522,Health Care,Medical/Dental Instruments
POOL,Pool Corporation Common Stock,United States,1995.0,105403,Consumer Discretionary,Industrial Specialties
POWI,Power Integrations Inc. Common Stock,United States,1997.0,222835,Technology,Semiconductors
POWL,Powell Industries Inc. Common Stock,United States,,226525,Energy,Electrical Products
PPBI,Pacific Premier Bancorp Inc,United States,,314247,Finance,Major Banks
PPC,Pilgrim's Pride Corporation Common Stock,United States,,423172,Consumer Staples,Meat/Poultry/Fish
PPG,PPG Industries Inc. Common Stock,United States,,964112,Consumer Discretionary,Paints/Coatings
PPSI,Pioneer Power Solutions Inc. Common Stock,United States,,27226,Industrials,Electrical Products
PRAA,PRA Group Inc. Common Stock,United States,2002.0,77651,Finance,Finance: Consumer Services
PRGS,Progress Software Corporation Common Stock (DE),United States,1991.0,468203,Technology,Computer Software: Prepackaged Software
PRIM,Primoris Services Corporation Common Stock,United States,,298456,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PROV,Provident Financial Holdings Inc. Common Stock,United States,,240,Finance,Savings Institutions
PRPH,ProPhase Labs Inc. Common Stock (DE),United States,,951891,Health Care,Biotechnology: Pharmaceutical Preparations
PRQR,ProQR Therapeutics N.V. Ordinary Shares,Netherlands,2014.0,564225,Health Care,Biotechnology: Pharmaceutical Preparations
PRTA,Prothena Corporation plc Ordinary Shares,United States,,268950,Health Care,Biotechnology: Pharmaceutical Preparations
PRTS,CarParts.com Inc. Common Stock,United States,2007.0,942630,Consumer Discretionary,Auto & Home Supply Stores
PSEC,Prospect Capital Corporation Common Stock,United States,2004.0,2209619,Finance,Finance: Consumer Services
PSIX,Power Solutions International Inc. Common Stock,United States,,243590,Industrials,Industrial Machinery/Components
PSMT,PriceSmart Inc. Common Stock,United States,,58550,Consumer Discretionary,Department/Specialty Retail Stores
PSO,Pearson Plc Common Stock,United Kingdom,,516114,Consumer Discretionary,Books
PTC,PTC Inc. Common Stock,United States,,583363,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,United States,2013.0,839688,Health Care,Biotechnology: Pharmaceutical Preparations
PWOD,Penns Woods Bancorp Inc. Common Stock,United States,,4480,Finance,Major Banks
PXLW,Pixelworks Inc.  Common Stock,United States,2000.0,169000,Technology,Semiconductors
PZZA,Papa John's International Inc. Common Stock,United States,1993.0,280732,Consumer Discretionary,Restaurants
QCOM,QUALCOMM Incorporated Common Stock,United States,1991.0,2615710,Technology,Radio And Television Broadcasting And Communications Equipment
QCRH,QCR Holdings Inc. Common Stock,United States,,22715,Finance,Major Banks
QDEL,QuidelOrtho Corporation Common Stock,United States,,204020,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QLYS,Qualys Inc. Common Stock,United States,2012.0,84434,Technology,Computer Software: Prepackaged Software
QNST,QuinStreet Inc. Common Stock,United States,2010.0,96689,Consumer Discretionary,Business Services
QRHC,Quest Resource Holding Corporation Common Stock,United States,,21679,Utilities,Environmental Services
QRVO,Qorvo Inc. Common Stock,United States,,472644,Technology,Semiconductors
QUIK,QuickLogic Corporation Common Stock,United States,1999.0,76507,Technology,Semiconductors
QURE,uniQure N.V. Ordinary Shares,Netherlands,2014.0,2657776,Health Care,Biotechnology: Pharmaceutical Preparations
RAIL,FreightCar America Inc. Common Stock,United States,2005.0,117513,Industrials,Railroads
RAND,Rand Capital Corporation Common Stock,United States,,3099,Finance,Finance: Consumer Services
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States,2014.0,362170,Health Care,Biotechnology: Pharmaceutical Preparations
RAVE,Rave Restaurant Group Inc. Common Stock,United States,,14295,Consumer Discretionary,Food Distributors
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,1998.0,6908,Finance,Major Banks
RCKY,Rocky Brands Inc. Common Stock,United States,1993.0,16315,Consumer Discretionary,Shoe Manufacturing
RCMT,RCM Technologies Inc. Common Stock,United States,,10837,Consumer Discretionary,Professional Services
RCON,Recon Technology Ltd. Class A Ordinary Shares,China,2009.0,1406,Energy,Oilfield Services/Equipment
RDCM,Radcom Ltd. Ordinary Shares,Israel,1997.0,17123,Technology,Computer peripheral equipment
RDHL,Redhill Biopharma Ltd. American Depositary Shares,Israel,,8394,Health Care,Biotechnology: Pharmaceutical Preparations
RDI,Reading International Inc Class A Common Stock,United States,,3927,Consumer Discretionary,Movies/Entertainment
RDNT,RadNet Inc. Common Stock,United States,,263558,Health Care,Medical Specialities
RDWR,Radware Ltd. Ordinary Shares,Israel,1999.0,26853,Consumer Discretionary,Business Services
REFR,Research Frontiers Incorporated Common Stock,United States,,1293,Miscellaneous,Multi-Sector Companies
REGN,Regeneron Pharmaceuticals Inc. Common Stock,United States,1991.0,508266,Health Care,Biotechnology: Pharmaceutical Preparations
RELL,Richardson Electronics Ltd. Common Stock,United States,1983.0,31264,Technology,Electronic Components
RENT,Rent the Runway Inc. Class A Common Stock,United States,2021.0,18269,Consumer Discretionary,Other Specialty Stores
RFIL,RF Industries Ltd. Common Stock,United States,,19557,Technology,Electrical Products
RGCO,RGC Resources Inc. Common Stock,United States,,3358,Utilities,Oil & Gas Production
RGEN,Repligen Corporation Common Stock,United States,1986.0,435346,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLD,Royal Gold Inc. Common Stock,United States,,359611,Industrials,Precious Metals
RGLS,Regulus Therapeutics Inc. Common Stock,United States,2012.0,1110508,Health Care,Biotechnology: Pharmaceutical Preparations
RGS,Regis Corporation Common Stock,United States,1991.0,16499,Consumer Discretionary,Other Consumer Services
RICK,RCI Hospitality Holdings Inc. Common Stock,United States,1995.0,15220,Consumer Discretionary,Restaurants
RIGL,Rigel Pharmaceuticals Inc. Common Stock,United States,2000.0,90585,Health Care,Biotechnology: Pharmaceutical Preparations
RMBS,Rambus Inc. Common Stock,United States,1997.0,334678,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,United States,,6366,Consumer Staples,Specialty Foods
RMTI,Rockwell Medical Inc. Common Stock,United States,1998.0,112840,Health Care,Biotechnology: Pharmaceutical Preparations
RNST,Renasant Corporation Common Stock,United States,2023.0,821835,Finance,Major Banks
ROCK,Gibraltar Industries Inc. Common Stock,United States,1993.0,79251,Industrials,Steel/Iron Ore
ROST,Ross Stores Inc. Common Stock,United States,1985.0,1273574,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPRX,Royalty Pharma plc Class A Ordinary Shares ,United States,2020.0,3582075,Health Care,Biotechnology: Pharmaceutical Preparations
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,United States,2002.0,92577,Consumer Discretionary,Restaurants
RUSHA,Rush Enterprises Inc. Common Stock Cl A,United States,,153161,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVSB,Riverview Bancorp Inc Common Stock,United States,,16115,Finance,Savings Institutions
RYAAY,Ryanair Holdings plc American Depositary Shares,Ireland,1997.0,688997,Consumer Discretionary,Air Freight/Delivery Services
RYI,Ryerson Holding Corporation Common Stock,United States,2014.0,31729,Industrials,Metal Fabrications
S,SentinelOne Inc. Class A Common Stock,United States,2021.0,1769607,Technology,Computer Software: Prepackaged Software
SABR,Sabre Corporation Common Stock,United States,2014.0,5818229,Technology,Computer Software: Programming Data Processing
SAFT,Safety Insurance Group Inc. Common Stock,United States,2002.0,9490,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,United States,2014.0,760177,Health Care,Biotechnology: Pharmaceutical Preparations
SAIA,Saia Inc. Common Stock,United States,,342156,Industrials,Trucking Freight/Courier Services
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,United States,2013.0,12036,Finance,Investment Managers
SANM,Sanmina Corporation Common Stock,United States,1993.0,127684,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),United States,,3784,Consumer Staples,Farming/Seeds/Milling
SASR,Sandy Spring Bancorp Inc. Common Stock,United States,,153444,Finance,Major Banks
SATS,EchoStar  Corporation Common Stock,United States,,1003323,Consumer Discretionary,Telecommunications Equipment
SBAC,SBA Communications Corporation Class A Common Stock,United States,1999.0,388996,Real Estate,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida Common Stock,United States,,110763,Finance,Major Banks
SBFG,SB Financial Group Inc. Common Stock,United States,,3911,Finance,Major Banks
SBGI,Sinclair Inc. Class A Common Stock,United States,1995.0,100305,Industrials,Broadcasting
SBLK,Star Bulk Carriers Corp. Common Shares,Greece,,684834,Consumer Discretionary,Marine Transportation
SBRA,Sabra Health Care REIT Inc. Common Stock,United States,,661223,Real Estate,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,United States,,30542,Finance,Major Banks
SBUX,Starbucks Corporation Common Stock,United States,1992.0,4929135,Consumer Discretionary,Restaurants
SCHL,Scholastic Corporation Common Stock,United States,1992.0,107889,Consumer Discretionary,Books
SCOR,comScore Inc. Common Stock,United States,2018.0,5603,Consumer Discretionary,Business Services
SCSC,ScanSource Inc. Common Stock,United States,,141228,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,United States,1993.0,150657,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCYX,SCYNEXIS Inc. Common Stock,United States,2014.0,63522,Health Care,Biotechnology: Pharmaceutical Preparations
SEED,Origin Agritech Limited Common Stock,China,,10169,Consumer Staples,Farming/Seeds/Milling
SEIC,SEI Investments Company Common Stock,United States,1981.0,177755,Finance,Investment Bankers/Brokers/Service
SENEB,Seneca Foods Corp. Class B Common Stock,United States,,40,Consumer Staples,Packaged Foods
SFBC,Sound Financial Bancorp Inc. Common Stock,United States,,525,Finance,Savings Institutions
SFBS,ServisFirst Bancshares Inc. Common Stock,United States,,55806,Finance,Major Banks
SFM,Sprouts Farmers Market Inc. Common Stock,United States,2013.0,537205,Consumer Staples,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,United States,,177721,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,United States,,32063,Finance,Major Banks
SGC,Superior Group of Companies Inc. Common Stock,United States,,27924,Consumer Discretionary,Apparel
SGMA,SigmaTron International Inc. Common Stock,United States,1994.0,35440,Technology,Electrical Products
SGRP,SPAR Group Inc. Common Stock,United States,,41562,Consumer Discretionary,Business Services
SHBI,Shore Bancshares Inc Common Stock,United States,,68251,Finance,Major Banks
SHEN,Shenandoah Telecommunications Co Common Stock,United States,,64687,Telecommunications,Telecommunications Equipment
SHIP,Seanergy Maritime Holdings Corp. Common Stock,Greece,,230431,Consumer Discretionary,Marine Transportation
SHOO,Steven Madden Ltd. Common Stock,United States,1993.0,742481,Consumer Discretionary,Shoe Manufacturing
SIEB,Siebert Financial Corp. Common Stock,United States,,44147,Finance,Investment Bankers/Brokers/Service
SIFY,Sify Technologies Limited American Depositary Shares,India,,52715,Technology,Computer Software: Programming Data Processing
SIGI,Selective Insurance Group Inc. Common Stock,United States,,94743,Finance,Property-Casualty Insurers
SILC,Silicom Ltd Ordinary Shares,Israel,,9003,Telecommunications,Computer Communications Equipment
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Taiwan,2005.0,113810,Technology,Semiconductors
SIRI,SiriusXM Holdings Inc. Common Stock,United States,,2265571,Consumer Discretionary,Broadcasting
SKYW,SkyWest Inc. Common Stock,United States,1986.0,168481,Consumer Discretionary,Air Freight/Delivery Services
SLAB,Silicon Laboratories Inc. Common Stock,United States,2000.0,137220,Technology,Semiconductors
SLGN,Silgan Holdings Inc. Common Stock,United States,2022.0,197703,Industrials,Containers/Packaging
SLM,SLM Corporation Common Stock,United States,,631627,Finance,Finance: Consumer Services
SLP,Simulations Plus Inc. Common Stock,United States,,68252,Technology,EDP Services
SLRC,SLR Investment Corp. Common Stock,United States,2010.0,123066,Finance,Finance/Investors Services
SLVM,Sylvamo Corporation Common Stock,United States,2021.0,69831,Basic Materials,Paper
SMBC,Southern Missouri Bancorp Inc. Common Stock,United States,,7750,Finance,Banks
SMCI,Super Micro Computer Inc. Common Stock,United States,2020.0,29073089,Technology,Computer Manufacturing
SMLR,Semler Scientific Inc. Common Stock,United States,,289091,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMRT,SmartRent Inc. Class A Common Stock,United States,,965713,Technology,EDP Services
SMSI,Smith Micro Software Inc. Common Stock,United States,1995.0,76158,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,United States,,1023375,Technology,Semiconductors
SNCR,Synchronoss Technologies Inc. Common Stock,United States,2018.0,53848,Technology,EDP Services
SNFCA,Security National Financial Corporation Class A Common Stock,United States,,42400,Finance,Finance: Consumer Services
SNPS,Synopsys Inc. Common Stock,United States,1992.0,473758,Technology,Computer Software: Prepackaged Software
SOHO,Sotherly Hotels Inc. Common Stock,United States,,79732,Real Estate,Real Estate Investment Trusts
SOHU,Sohu.com Limited American Depositary Shares,China,,29938,Technology,EDP Services
SPCB,SuperCom Ltd. Ordinary Shares (Israel),Israel,,87369,Technology,Semiconductors
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Curacao,1992.0,61560,Technology,Computer Software: Prepackaged Software
SPOK,Spok Holdings Inc. Common Stock,United States,,73535,Telecommunications,Telecommunications Equipment
SPRO,Spero Therapeutics Inc. Common Stock,United States,2017.0,137243,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,SPS Commerce Inc. Common Stock,United States,2010.0,96569,Technology,Computer Software: Prepackaged Software
SPTN,SpartanNash Company Common Stock,United States,,78858,Consumer Discretionary,Food Distributors
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,United States,2014.0,466178,Consumer Discretionary,Other Specialty Stores
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,United States,,76909,Finance,Trusts Except Educational Religious and Charitable
SRCE,1st Source Corporation Common Stock,United States,,15350,Finance,Major Banks
SRDX,Surmodics Inc. Common Stock,United States,1998.0,37758,Health Care,Medical/Dental Instruments
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),United States,,1972578,Health Care,Biotechnology: Pharmaceutical Preparations
SSB,SouthState Corporation Common Stock,United States,,235931,Finance,Major Banks
SSBI,Summit State Bank Common Stock,United States,2006.0,3073,Finance,Major Banks
SSNC,SS&C Technologies Holdings Inc. Common Stock,United States,2010.0,482177,Technology,Computer Software: Prepackaged Software
SSYS,Stratasys Ltd. Ordinary Shares (Israel),United States,1994.0,251058,Technology,Computer peripheral equipment
STAA,STAAR Surgical Company Common Stock,United States,,517018,Health Care,Ophthalmic Goods
STBA,S&T Bancorp Inc. Common Stock,United States,,43959,Finance,Major Banks
STEM,Stem Inc. Class A Common Stock,United States,1992.0,1890633,Miscellaneous,Industrial Machinery/Components
STKL,SunOpta Inc. Common Stock,Canada,,349193,Industrials,Farming/Seeds/Milling
STLD,Steel Dynamics Inc.,United States,1996.0,796869,Industrials,Steel/Iron Ore
STRA,Strategic Education Inc. Common Stock,United States,1996.0,60179,Real Estate,Other Consumer Services
STRL,Sterling Infrastructure Inc. Common Stock,United States,,353513,Industrials,Military/Government/Technical
STRM,Streamline Health Solutions Inc. Common Stock,United States,,6789,Technology,EDP Services
STRS,Stratus Properties Inc. Common Stock,United States,,5564,Real Estate,Homebuilding
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Ireland,2002.0,943364,Technology,Electronic Components
STXS,Stereotaxis Inc. Common Stock,United States,,262444,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States,2012.0,93008,Health Care,Biotechnology: Pharmaceutical Preparations
SURG,SurgePays Inc. Common Stock,United States,,810969,Consumer Discretionary,Advertising
SWKS,Skyworks Solutions Inc. Common Stock,United States,,1050598,Technology,Semiconductors
SYBT,Stock Yards Bancorp Inc. Common Stock,United States,,37559,Finance,Major Banks
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States,2002.0,285072,Technology,Semiconductors
SYPR,Sypris Solutions Inc. Common Stock,United States,,5439,Industrials,Industrial Machinery/Components
TACT,TransAct Technologies Incorporated Common Stock,United States,1996.0,2453,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,United States,1995.0,6130,Technology,Electronic Components
TATT,TAT Technologies Ltd. Ordinary Shares,Israel,,149848,Industrials,Aerospace
TAYD,Taylor Devices Inc. Common Stock,United States,,16378,Industrials,Industrial Machinery/Components
TBBK,The Bancorp Inc Common Stock,United States,2004.0,140780,Finance,Major Banks
TBNK,Territorial Bancorp Inc. Common Stock,United States,2009.0,10014,Finance,Savings Institutions
TBPH,Theravance Biopharma Inc. Ordinary Shares,Cayman Islands,,57048,Health Care,Biotechnology: Pharmaceutical Preparations
TCBI,Texas Capital Bancshares Inc. Common Stock,United States,2003.0,113018,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,United States,,52048,Finance,Major Banks
TCPC,BlackRock TCP Capital Corp. Common Stock,United States,2012.0,703630,Finance,Finance/Investors Services
TCX,Tucows Inc. Class A Common Stock,Canada,,6308,Technology,EDP Services
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States,1993.0,113556,Finance,Finance Companies
TENX,Tenax Therapeutics Inc. Common Stock,United States,,13023,Health Care,Biotechnology: Pharmaceutical Preparations
TGLS,Tecnoglass Inc. Ordinary Shares,Colombia,2022.0,91863,Consumer Discretionary,Electronic Components
TGTX,TG Therapeutics Inc. Common Stock,United States,,1948066,Health Care,Biotechnology: Pharmaceutical Preparations
THFF,First Financial Corporation Common Stock,United States,,14117,Finance,Major Banks
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,China,2019.0,4920818,Finance,Investment Bankers/Brokers/Service
TILE,Interface Inc. Common Stock,United States,,234851,Consumer Discretionary,Home Furnishings
TITN,Titan Machinery Inc. Common Stock,United States,2007.0,103961,Consumer Discretionary,Other Specialty Stores
TLF,Tandy Leather Factory Inc. Common Stock,United States,,9019,Consumer Discretionary,Apparel
